Zebrafish 6 hpf, mock injected
Genes included in this table either have 1 or more poly(A) tags, or have RPF RPKM > 0 and RNA RPM > 10.0 for samples with mRNA-Seq and ribosome profiling data
Transcript ID	Gene name	Poly(A) tags	Mean TL	Median TL	10th %ile, TL	25th %ile, TL	75th %ile, TL	90th %ile, TL	mRNA RPKM	RPF RPKM	log2(TE)
ENSDART00000067057	alkbh3	29	67.0	61.7	12.2	18.3	102.7	149.9	NA	NA	NA
ENSDART00000063575	si:dkeyp-53d3.6	5	25.1	29.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000063570	polm	1390	50.2	33.2	8.9	16.1	72.8	118.7	234.21	229.21	-0.0311326879763
ENSDART00000063571	zgc:112958	3	18.7	-6.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000063572	gtf3c6	42	60.3	37.6	13.6	18.7	100.1	132.7	22.68	22.64	-0.00254668211035
ENSDART00000151226	zgc:136851	33	55.9	49.5	10.0	18.2	74.2	103.8	NA	NA	NA
ENSDART00000151502	si:ch1073-127d16.1	1	21.2	21.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000130286	CR762484.3	23	74.6	79.3	18.4	35.3	99.8	136.2	NA	NA	NA
ENSDART00000025153	gata3	214	45.1	30.6	8.1	14.1	68.0	102.7	NA	NA	NA
ENSDART00000052474	tipin	175	42.4	26.0	8.6	13.6	53.7	103.6	22.7	70.44	1.63370261165
ENSDART00000091169	abcb7	58	45.8	39.6	14.6	21.2	54.6	92.4	7.3	16.29	1.15801823476
ENSDART00000019910	dlx1a	1	3.6	3.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000043239	glulc	4	84.8	54.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000114096	arrdc1b	26	61.4	54.3	10.4	19.2	100.2	115.8	NA	NA	NA
ENSDART00000052385	tph1b	24	87.7	59.0	24.9	37.5	106.3	205.9	NA	NA	NA
ENSDART00000083898	ppap2b	24	68.4	63.4	13.5	19.5	107.8	143.7	NA	NA	NA
ENSDART00000012747	slain1a	5	34.6	19.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000148660	arntl1a	14	74.3	73.6	16.6	34.4	113.9	131.3	NA	NA	NA
ENSDART00000086576	DNER	2	28.6	28.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000058066	CPXM1	2	90.5	90.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000137646	odam	2	63.4	63.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000112918	fbxo11a	9	100.5	125.0	NA	NA	NA	NA	10.93	32.65	1.57878959076
ENSDART00000149311	gpr63	52	41.4	26.7	10.7	18.8	41.9	99.1	10.29	2.27	-2.1804787796
ENSDART00000153168	slc16a5	1	82.4	82.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000062459	rbm19	47	80.3	77.5	30.7	38.9	108.9	140.3	28.44	33.61	0.240969077689
ENSDART00000129329	rpain	1	-3.3	-3.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000049147	rbm48	9	52.8	40.2	NA	NA	NA	NA	10.73	7.17	-0.581605052055
ENSDART00000004288	ift81	11	70.5	61.1	30.3	38.6	103.5	125.1	NA	NA	NA
ENSDART00000127982	SUOX	5	82.1	67.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128012	wu:fb12e11	30	23.8	21.7	6.6	12.6	35.7	42.4	NA	NA	NA
ENSDART00000080351	dhx57	10	32.7	14.4	12.0	13.0	58.2	67.9	NA	NA	NA
ENSDART00000099754	CCDC97	47	83.6	65.0	14.1	27.2	138.5	179.7	NA	NA	NA
ENSDART00000085956	RPRD1A	128	60.3	48.5	18.4	27.2	85.7	120.1	NA	NA	NA
ENSDART00000109131	slc25a1b	1	140.5	140.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000109130	RECQL4	10	23.9	20.3	9.7	11.7	26.1	51.4	4.69	1.79	-1.38962833525
ENSDART00000109137	TBC1D4	25	55.9	32.8	11.2	15.9	71.1	160.7	NA	NA	NA
ENSDART00000021317	ctr9	126	72.5	63.7	25.5	36.0	99.1	141.7	27.8	63.96	1.20208505587
ENSDART00000045697	zgc:56493	488	50.7	41.2	18.2	26.3	61.8	99.3	296.53	559.57	0.916140548047
ENSDART00000109134	plekhm2	26	50.7	23.6	11.4	18.1	55.0	158.5	NA	NA	NA
ENSDART00000145868	pold2	14	51.6	47.6	9.8	22.3	78.4	99.4	8.28	5.0	-0.727702672837
ENSDART00000088513	gnl1	17	42.4	28.7	17.0	23.4	51.4	76.9	NA	NA	NA
ENSDART00000145864	psd3l	1	143.8	143.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000145867	znf451	27	57.7	39.5	5.4	15.3	74.1	125.9	6.1	3.49	-0.805582206241
ENSDART00000111784	rin1a	2	44.5	44.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000148669	GLTPD2	6	46.8	45.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128550	palb2	17	58.4	39.9	11.5	24.4	67.2	136.8	3.11	2.46	-0.338256264791
ENSDART00000114326	si:dkey-228b2.5	36	62.6	44.1	16.9	25.6	105.9	128.6	NA	NA	NA
ENSDART00000114327	wu:fe11b02	4	114.9	63.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000048107	ltbp3	4	141.0	173.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000140695	cdca7a	2052	58.7	45.3	12.2	22.8	82.3	125.5	133.32	503.55	1.9172418152
ENSDART00000152976	lin9	3	103.9	128.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000023806	zgc:110319	87	34.8	24.5	7.4	13.7	40.7	79.7	14.33	42.26	1.56025415767
ENSDART00000114328	wdr11	7	15.1	15.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000089108	fndc3ba	4	21.7	22.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000067709	SLC27A6	12	97.6	101.8	12.4	41.2	148.9	163.8	NA	NA	NA
ENSDART00000007392	arl5a	24	69.4	49.2	18.1	25.6	108.4	148.3	21.09	11.84	-0.832890014165
ENSDART00000007827	spra	5	59.5	60.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000031304	derl1	200	56.8	46.0	15.9	27.1	77.7	117.0	20.46	89.37	2.12698447923
ENSDART00000060880	ppih	281	50.0	46.5	19.7	30.1	65.2	81.7	72.78	168.7	1.21284601733
ENSDART00000007398	gcat	173	32.0	29.6	12.7	19.4	41.6	54.7	25.87	56.31	1.12211109687
ENSDART00000140926	zmym4	57	37.0	15.6	5.8	10.2	27.4	86.8	12.39	22.51	0.861389869314
ENSDART00000144195	casp8ap2	65	52.9	36.6	8.7	19.2	67.7	120.1	12.53	18.12	0.532196540724
ENSDART00000006669	SCML2	88	57.5	42.0	7.3	11.4	86.8	143.1	NA	NA	NA
ENSDART00000141345	si:ch211-133l5.7	1	7.7	7.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000030213	mapk1	32	27.5	25.3	10.7	15.6	36.8	48.1	NA	NA	NA
ENSDART00000141349	gpat2	81	41.7	36.2	10.3	22.6	60.2	72.0	6.73	38.12	2.5018697093
ENSDART00000029719	si:ch211-114c12.2	294	76.0	65.9	18.7	36.9	99.1	145.0	35.97	144.25	2.00370525428
ENSDART00000008421	spata6l	85	63.1	57.8	20.2	33.5	86.9	115.9	NA	NA	NA
ENSDART00000039485	gabarapl2	33	29.3	19.7	4.3	6.3	35.3	61.5	NA	NA	NA
ENSDART00000063320	cldne	1425	46.4	36.4	8.1	17.8	64.2	101.2	NA	NA	NA
ENSDART00000103898	srd5a1	2	10.1	10.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000062666	il15l	7	18.0	17.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000081513	col4a2	5	38.4	23.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000111367	si:dkey-56e3.3	48	36.6	24.3	8.6	13.2	42.0	82.1	13.15	25.51	0.956000099423
ENSDART00000000552	ofd1	9	26.0	25.1	NA	NA	NA	NA	7.9	1.09	-2.85752451829
ENSDART00000126348	BX601644.1	1	7.6	7.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000122507	dckl1b	4	101.6	92.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000047461	mfsd2ab	110	57.1	48.1	7.2	15.8	90.0	123.5	NA	NA	NA
ENSDART00000124955	ezrb	63	27.4	24.5	8.2	15.4	36.5	44.4	14.15	9.34	-0.59930759801
ENSDART00000121704	sirt5	28	33.1	30.8	5.8	14.5	42.6	64.5	NA	NA	NA
ENSDART00000124957	ankzf1	30	69.1	57.6	19.1	27.8	91.8	121.1	15.52	5.01	-1.63124604899
ENSDART00000134717	tspan18a	6	67.7	42.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000122273	FP085386.1	48	51.1	38.4	12.4	19.3	78.0	104.7	NA	NA	NA
ENSDART00000081338	slc9a5	2	88.1	88.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000125552	adprh	5	21.6	25.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000081515	zgc:113385	9	76.1	63.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000056388	CU896602.1	1	26.2	26.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000144732	LRRC8A	12	67.3	61.3	19.9	23.6	82.7	126.4	NA	NA	NA
ENSDART00000131957	crfb2	2	78.2	78.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000136274	si:ch211-146l10.7	113	41.3	40.7	22.4	30.8	52.2	61.6	11.2	4.54	-1.30273452965
ENSDART00000018792	spag7	388	59.9	52.3	13.9	27.7	79.9	112.4	64.55	201.57	1.64279193546
ENSDART00000080829	hspa14	202	65.1	55.2	18.1	34.9	89.6	122.6	34.55	95.24	1.46288190999
ENSDART00000074468	zgc:163083	2	62.6	62.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000006417	pgm1	27	21.5	19.8	7.5	14.6	24.7	38.6	NA	NA	NA
ENSDART00000044270	ttc21b	15	105.4	106.6	14.5	72.4	139.1	182.7	7.07	10.5	0.570607207744
ENSDART00000121859	fa2h	379	68.0	61.7	20.0	32.7	92.1	123.0	NA	NA	NA
ENSDART00000019269	lnpep	20	40.4	27.1	16.5	17.9	48.8	100.9	NA	NA	NA
ENSDART00000146595	zgc:193742	12	65.6	68.0	29.2	49.6	77.1	102.1	NA	NA	NA
ENSDART00000011076	cers5	46	65.0	42.4	9.7	24.3	94.4	140.0	NA	NA	NA
ENSDART00000019267	kcnj1b	9	52.6	44.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000147426	pdrg1	24	40.0	32.6	15.6	26.9	57.4	60.1	NA	NA	NA
ENSDART00000073648	kxd1	57	28.0	17.3	6.6	11.1	30.2	76.0	NA	NA	NA
ENSDART00000061135	gopc	67	62.1	45.7	12.0	19.3	102.1	137.0	11.69	20.37	0.801171050434
ENSDART00000147423	gpx4a	51	75.6	57.8	22.0	35.9	111.3	143.3	NA	NA	NA
ENSDART00000105427	mif	33	38.9	27.9	11.5	16.1	50.3	99.6	NA	NA	NA
ENSDART00000065104	TMEM185B	24	63.9	32.7	7.3	10.4	102.6	150.7	NA	NA	NA
ENSDART00000031127	snx4	32	51.1	32.4	17.0	26.6	49.3	114.8	NA	NA	NA
ENSDART00000121592	acvr2b	45	41.5	26.6	6.1	17.0	56.8	84.7	15.17	26.0	0.777290537669
ENSDART00000028003	ankrd22	10	33.6	19.2	5.4	14.3	31.5	65.0	NA	NA	NA
ENSDART00000019957	ddx39ab	2275	69.9	68.7	26.2	45.5	90.8	114.2	623.9	1605.09	1.36326747932
ENSDART00000007531	slit2	1	47.8	47.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000018514	dlc	89	89.3	88.6	20.8	33.1	127.1	179.0	NA	NA	NA
ENSDART00000028007	supt6h	245	85.9	79.7	32.8	49.4	116.3	148.3	39.12	106.41	1.4436554607
ENSDART00000034849	grin1b	1	48.3	48.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000053509	plagx	99	70.5	51.2	11.1	20.4	102.4	152.8	NA	NA	NA
ENSDART00000081990	STRIP2	3	12.2	8.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000103144	dctn2	71	50.5	32.5	11.5	19.8	59.8	129.5	NA	NA	NA
ENSDART00000099960	si:ch211-261n11.7	1	133.7	133.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000020861	pdk1	37	50.7	24.5	11.4	14.5	44.6	138.6	NA	NA	NA
ENSDART00000067489	si:ch211-51e12.7	1345	65.4	57.2	22.5	37.8	83.4	119.6	79.72	334.65	2.06963939901
ENSDART00000133156	hnrpkl	34	96.5	88.2	29.5	55.5	124.1	161.2	NA	NA	NA
ENSDART00000011534	ipo9	112	53.7	42.3	9.7	19.8	76.3	116.0	14.15	56.02	1.98513993036
ENSDART00000082467	ptrfb	1	25.0	25.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000082464	NHSL2	1	29.4	29.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000132052	pnkp	97	57.4	32.4	15.0	20.1	83.2	147.5	18.97	36.76	0.954417087878
ENSDART00000065365	tpst1l	11	23.7	22.6	8.7	15.3	26.1	35.1	NA	NA	NA
ENSDART00000114168	itga6a	1	259.6	259.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000077386	PRSS16	58	49.0	47.9	20.1	29.6	67.7	76.8	7.54	14.68	0.961215539575
ENSDART00000043492	trappc6bl	56	20.9	19.0	7.1	11.1	26.7	36.8	NA	NA	NA
ENSDART00000149969	znf367	125	38.3	22.5	5.9	11.4	40.0	116.9	NA	NA	NA
ENSDART00000110951	megf8	42	80.3	69.5	8.5	28.4	135.9	172.3	2.54	1.61	-0.657767808658
ENSDART00000075070	hsf2	203	55.5	43.0	16.3	27.5	77.8	110.9	33.42	86.0	1.36362492642
ENSDART00000102363	rcn1	51	90.5	89.9	26.5	43.9	124.2	152.1	NA	NA	NA
ENSDART00000093068	zgc:112425	3985	93.9	91.8	43.0	65.9	118.6	145.5	973.59	2248.67	1.20768570129
ENSDART00000015777	abce1	444	59.2	50.8	13.2	28.6	82.4	125.5	56.14	151.58	1.43297844283
ENSDART00000045056	lrrc42	16	72.1	21.2	12.3	15.7	105.5	185.6	NA	NA	NA
ENSDART00000092138	ubap2l	93	79.4	74.4	8.2	31.6	125.2	151.1	16.37	30.05	0.876310669124
ENSDART00000043496	zgc:172121	2	130.9	130.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000013217	snrpd1	1133	87.2	81.0	35.1	52.8	117.3	147.8	770.6	677.08	-0.186655881319
ENSDART00000074281	C6H22orf23	1	11.0	11.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000074284	spred2a	46	67.9	37.4	11.3	21.8	118.9	162.6	NA	NA	NA
ENSDART00000074285	syngr2a	24	38.9	33.6	4.8	17.4	50.3	61.6	NA	NA	NA
ENSDART00000112652	slc46a3	4	25.2	14.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000136898	lpp	22	38.9	41.0	13.7	28.6	50.7	63.8	NA	NA	NA
ENSDART00000077381	nxf1	181	92.6	84.9	14.7	33.2	132.5	180.2	21.9	65.12	1.57216982978
ENSDART00000104110	slc25a18	2	12.2	12.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000142474	phc2a	157	59.3	36.7	11.6	19.1	83.3	147.2	5.18	14.31	1.46599966904
ENSDART00000055129	polr3k	46	36.5	27.6	11.2	18.4	45.3	88.1	NA	NA	NA
ENSDART00000041992	dhrs12	28	40.1	25.6	14.0	20.9	45.7	96.0	NA	NA	NA
ENSDART00000093289	xrcc6bp1	36	44.2	37.0	9.5	14.0	65.5	97.3	NA	NA	NA
ENSDART00000067004	phpt1	148	45.6	33.4	11.6	20.1	57.1	97.9	NA	NA	NA
ENSDART00000102027	kpna5	118	68.8	57.1	14.8	24.8	107.7	144.2	NA	NA	NA
ENSDART00000051818	utp6	99	64.7	43.1	11.2	19.8	92.4	159.3	54.41	79.02	0.538346017918
ENSDART00000043843	siah1	157	66.8	58.5	10.1	21.4	93.2	138.4	NA	NA	NA
ENSDART00000109459	SMG9	31	59.7	58.4	19.1	23.1	79.5	99.1	NA	NA	NA
ENSDART00000083229	mblac2	3	14.0	16.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000109455	TDRD12	6	25.4	22.7	NA	NA	NA	NA	2.76	4.69	0.764919655737
ENSDART00000035538	ptp4a3	85	32.8	26.9	9.6	14.4	47.1	61.0	NA	NA	NA
ENSDART00000109450	fam171a1	92	32.7	21.5	5.5	12.6	36.5	82.4	5.22	6.56	0.329646008048
ENSDART00000102857	sst3	4	151.3	124.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000134531	eif3bb	1	9.9	9.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000130338	pou6f1	7	41.5	24.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000135128	bag6l	85	18.9	12.3	3.0	6.1	25.8	41.2	8.37	17.4	1.05578777819
ENSDART00000135124	acbd5a	8	61.7	42.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000092884	lrrc58b	27	26.3	17.7	7.6	13.2	38.0	54.1	NA	NA	NA
ENSDART00000063052	hook1	6	21.6	12.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000151882	si:ch211-66k16.27	48	73.4	56.3	20.0	27.3	101.4	144.9	NA	NA	NA
ENSDART00000097615	mob1ba	174	64.7	55.7	15.0	26.8	97.7	130.3	NA	NA	NA
ENSDART00000132799	WNK3	36	42.9	23.3	10.6	15.8	39.7	112.8	5.73	4.09	-0.486434295815
ENSDART00000097429	BX470189.1	15	25.8	25.3	10.3	12.2	30.9	42.1	NA	NA	NA
ENSDART00000035531	C3H16orf13	19	38.3	25.9	7.7	16.3	37.8	80.7	NA	NA	NA
ENSDART00000065817	pou5f3	3765	58.5	50.0	11.4	23.4	85.0	119.4	243.19	1837.0	2.91719581512
ENSDART00000141906	trpa1a	1	38.8	38.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000037904	socs3b	7	76.0	38.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000023255	btd	2	82.8	82.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000112147	sp8b	11	44.3	19.5	-8.1	5.5	43.5	162.4	NA	NA	NA
ENSDART00000101431	AKAP2	3	107.6	79.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000098038	dscamb	7	54.7	43.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000001376	arl14ep	170	58.1	50.7	11.8	27.7	79.6	113.8	72.58	94.4	0.37921480277
ENSDART00000037906	hirip3	89	95.7	92.7	17.0	33.5	145.4	179.1	61.4	21.48	-1.51524466227
ENSDART00000023784	pdha1a	204	44.1	33.8	13.9	20.5	54.0	94.1	17.95	59.6	1.73132848664
ENSDART00000032212	fynrk	16	70.8	82.6	11.9	37.9	105.9	118.8	NA	NA	NA
ENSDART00000049793	gstm	142	33.4	24.4	6.1	12.2	41.5	62.4	20.1	13.08	-0.619832960568
ENSDART00000125364	rufy3	14	29.5	22.6	9.2	11.1	27.3	73.1	8.85	1.89	-2.22729122075
ENSDART00000128246	polr1c	93	84.1	74.1	16.5	33.3	115.2	161.4	18.71	36.77	0.974719617963
ENSDART00000102858	nucks1a	1417	109.8	113.0	58.6	90.5	132.7	151.9	385.18	1535.57	1.99516957998
ENSDART00000073640	plag1	2	34.4	34.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000088686	CR847986.1	1	19.9	19.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000109634	si:ch1073-291c23.2	1	43.5	43.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000058491	ppt1	87	44.0	35.2	14.5	23.5	51.1	78.9	44.29	63.12	0.511116208128
ENSDART00000045894	rnaseh2a	130	40.7	32.3	13.9	21.7	48.5	88.9	28.86	49.8	0.787074442464
ENSDART00000133471	msrb1a	99	70.9	70.2	31.4	43.8	89.6	110.9	NA	NA	NA
ENSDART00000058496	phc1	122	55.7	38.1	12.6	20.1	82.0	133.0	9.17	37.24	2.02185943396
ENSDART00000048843	supt4h1	85	75.3	71.3	23.8	49.9	106.0	128.9	279.41	320.56	0.198210759588
ENSDART00000005258	fam184a	1	60.1	60.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000092082	manf	62	36.3	23.4	10.2	15.1	34.9	88.9	NA	NA	NA
ENSDART00000142455	sdccag3	7	39.0	37.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000142454	si:dkey-121a11.3	2	135.7	135.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000142457	stau2	62	53.6	50.1	22.4	39.4	65.0	83.8	43.28	71.07	0.715540200135
ENSDART00000142104	si:ch211-198c19.2	1	10.3	10.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000142450	zgc:153219	3	69.8	30.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000112495	C5H8orf4	10	44.9	22.3	5.1	11.3	78.4	108.4	NA	NA	NA
ENSDART00000112490	FNIP2	33	47.9	33.6	15.5	21.4	72.4	112.5	3.17	5.51	0.797569478432
ENSDART00000052422	mtx1b	13	26.3	30.4	8.7	19.5	35.5	38.9	NA	NA	NA
ENSDART00000131319	ctps1a	95	69.5	56.5	19.9	32.2	96.2	140.0	92.3	179.06	0.956040538406
ENSDART00000144859	pus1	41	38.9	30.0	9.3	18.0	51.4	80.3	22.68	21.35	-0.0871845704344
ENSDART00000143652	zgc:63972	2	77.1	77.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000127638	AMPD2	6	87.6	52.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000144856	LENG9	6	22.1	21.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000144855	tpd52l2a	46	65.3	54.1	22.9	27.8	81.5	122.7	NA	NA	NA
ENSDART00000046648	clptm1	153	61.3	52.1	17.7	28.6	84.5	126.7	11.57	56.72	2.29346866813
ENSDART00000131310	si:dkey-93n13.2	17	44.2	35.4	8.4	22.3	58.5	79.1	NA	NA	NA
ENSDART00000077734	C3H16orf72	136	43.1	24.9	6.4	12.5	61.8	106.8	29.74	48.49	0.705282606344
ENSDART00000008638	rgma	38	57.0	59.1	10.8	15.0	84.3	125.6	NA	NA	NA
ENSDART00000045881	dicer1	23	63.1	28.8	11.1	14.4	100.3	166.1	2.37	2.62	0.144679752639
ENSDART00000061713	nudt3a	21	87.4	90.1	17.4	56.7	105.2	173.1	NA	NA	NA
ENSDART00000003621	sinup	3	66.7	32.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000091570	fam69a	11	19.1	18.2	2.3	11.5	24.5	33.2	NA	NA	NA
ENSDART00000126941	CABZ01080590.1	16	42.1	26.5	11.9	13.5	44.9	115.7	NA	NA	NA
ENSDART00000114668	sccpdha	1	14.2	14.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000129265	SIMC1	8	70.9	67.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000078297	zgc:153215	174	54.4	38.5	10.0	18.8	81.3	120.6	16.34	45.76	1.48567906863
ENSDART00000126947	CU463857.1	9	43.3	42.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000145685	srsf3b	1620	79.8	74.4	23.6	43.7	109.9	141.2	349.09	934.65	1.42082718745
ENSDART00000020786	eif2b3	8	79.0	63.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131115	ap1s2	48	36.4	28.7	11.0	20.6	44.9	69.1	NA	NA	NA
ENSDART00000084184	aimp1	81	64.5	50.8	25.5	32.0	86.9	124.6	36.67	57.89	0.658713890517
ENSDART00000044860	maff	23	56.0	44.8	6.2	16.3	90.7	109.9	NA	NA	NA
ENSDART00000114667	zgc:161969	491	59.3	47.4	12.7	21.9	84.8	131.9	50.11	125.04	1.31921924057
ENSDART00000133441	pcnxl3	28	69.3	48.4	0.4	23.4	111.0	134.8	2.8	3.43	0.292781749228
ENSDART00000062569	acad8	12	33.3	32.9	11.5	22.2	47.3	51.6	NA	NA	NA
ENSDART00000097500	tmem176	1	40.0	40.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000052359	gtf2h4	38	35.9	24.9	12.4	19.0	36.0	79.1	9.98	7.88	-0.340844185881
ENSDART00000142208	zgc:110712	13	51.7	47.0	-1.5	13.6	70.9	107.1	NA	NA	NA
ENSDART00000062563	rreb1b	40	62.9	50.5	9.2	28.4	92.3	121.7	NA	NA	NA
ENSDART00000014568	urod	10	47.2	47.1	13.1	23.9	76.2	82.6	13.38	28.97	1.11448156863
ENSDART00000092183	lrrc3b	2	80.3	80.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000024415	epas1a	52	68.8	58.7	10.1	18.8	95.6	139.8	NA	NA	NA
ENSDART00000090486	PARP9	11	40.8	32.3	11.9	24.7	57.5	65.4	NA	NA	NA
ENSDART00000090484	tecpr1a	7	21.1	18.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000149761	aurkaip1	388	41.2	26.0	9.0	14.4	53.4	94.0	78.21	69.63	-0.167644060191
ENSDART00000115166	zgc:152863	4	9.1	7.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000136784	samd10a	5	24.6	20.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131176	ORC2	11	52.1	24.5	21.1	21.2	41.3	156.9	NA	NA	NA
ENSDART00000106101	si:dkey-19a16.7	68	61.8	34.7	5.9	13.8	84.4	186.3	NA	NA	NA
ENSDART00000125949	cep68	18	29.3	22.0	6.0	9.0	28.1	49.9	NA	NA	NA
ENSDART00000079310	manba	2	35.6	35.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000067426	nisch	6	34.4	17.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000067427	yeats4	210	61.1	54.1	18.6	29.9	84.8	119.5	77.16	93.89	0.283118364666
ENSDART00000145103	cntfr	10	28.9	21.6	8.7	12.4	48.3	56.1	NA	NA	NA
ENSDART00000114401	ppp2r2d	28	72.0	68.3	14.0	18.5	117.4	130.2	9.59	8.58	-0.160553167519
ENSDART00000113360	arid2	180	61.9	50.8	12.1	20.1	90.5	137.9	26.43	39.08	0.564254042327
ENSDART00000113362	IP6K1	4	48.9	37.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000020251	srsf6a	1640	56.5	52.6	19.0	33.6	71.8	96.6	187.19	858.1	2.19664241838
ENSDART00000020252	pdip5	208	39.5	31.5	10.6	19.3	49.3	68.9	47.33	90.8	0.93993737544
ENSDART00000020256	lgsn	3	70.8	84.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000005879	atp5o	120	43.8	32.3	11.7	19.9	52.8	81.8	100.55	34.19	-1.55626675376
ENSDART00000020259	zgc:77158	46	57.3	37.2	6.0	11.4	81.5	158.2	NA	NA	NA
ENSDART00000110316	fasn	21	56.9	31.4	11.4	15.2	57.0	143.6	NA	NA	NA
ENSDART00000131077	sp3a	269	63.4	50.8	13.1	23.4	91.4	139.1	15.65	88.92	2.50634529121
ENSDART00000150040	si:ch211-274k16.2	2	31.7	31.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000101404	KIF13A	7	37.0	33.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000024598	zp2.5	70	56.9	57.2	33.8	44.1	65.6	81.4	23.42	0.78	-4.90812314164
ENSDART00000098364	ehmt1a	110	40.5	31.2	13.8	21.6	47.7	86.5	16.9	21.86	0.371270154502
ENSDART00000098363	tprg1l	2	41.8	41.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000007857	mettl2a	342	52.1	39.6	17.1	24.7	64.3	115.2	65.24	72.88	0.15976617709
