Zebrafish 4 hpf, mock injected
Genes included in this table either have 1 or more poly(A) tags, or have RPF RPKM > 0 and RNA RPM > 10.0 for samples with mRNA-Seq and ribosome profiling data
Transcript ID	Gene name	Poly(A) tags	Mean TL	Median TL	10th %ile, TL	25th %ile, TL	75th %ile, TL	90th %ile, TL	mRNA RPKM	RPF RPKM	log2(TE)
ENSDART00000049448	ERO1LB	40	29.5	25.9	5.7	13.8	38.7	54.7	NA	NA	NA
ENSDART00000125259	melk	56	11.9	3.0	-9.3	-7.8	18.4	33.1	9.63	3.58	-1.42757621058
ENSDART00000032368	si:ch211-259i2.2	2	36.3	36.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000101274	zgc:153981	2	76.6	76.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000099479	crfb4	9	45.8	40.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000015655	tecrl2	38	39.9	36.4	10.7	21.4	52.9	81.2	NA	NA	NA
ENSDART00000004585	clptm1l	105	41.1	38.0	15.7	25.0	54.9	69.4	26.62	12.39	-1.10333438377
ENSDART00000125251	dnal1	16	23.1	26.0	10.3	15.1	32.9	35.9	NA	NA	NA
ENSDART00000099476	fam174b	37	27.0	25.4	8.6	14.4	43.5	47.3	NA	NA	NA
ENSDART00000099477	rorab	3	17.2	21.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000039847	chchd4	209	30.2	24.7	11.8	16.5	38.5	55.4	NA	NA	NA
ENSDART00000099473	msi2a	40	48.8	46.5	14.5	24.0	69.0	89.2	NA	NA	NA
ENSDART00000143782	si:ch211-226h8.13	1	-0.8	-0.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000109257	RASGRF1	1	53.8	53.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000083062	ints1	160	91.8	96.0	47.4	67.1	117.6	136.4	12.87	42.43	1.72107262507
ENSDART00000143781	EIF1B	1349	92.8	94.4	33.1	62.0	122.4	147.5	1076.06	3318.12	1.62460753906
ENSDART00000109252	nudt5	108	46.9	37.4	12.5	21.5	67.8	99.2	NA	NA	NA
ENSDART00000143784	doc2d	2	22.0	22.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000083068	mlec	259	49.2	44.3	8.8	19.7	70.7	102.9	43.31	79.31	0.872802610811
ENSDART00000057290	prpf38a	139	65.0	58.6	28.5	38.0	85.6	116.9	95.69	178.9	0.902713317276
ENSDART00000091662	noc2l	46	61.7	62.8	18.8	38.2	79.8	113.6	15.6	54.97	1.81709845029
ENSDART00000109258	ck2b	146	86.0	89.3	24.8	50.2	117.1	135.1	35.76	276.13	2.94892899566
ENSDART00000109259	smarcc1a	661	103.4	104.8	61.6	83.7	124.1	142.8	43.69	252.39	2.53027973922
ENSDART00000003801	crsp7	294	28.5	25.3	7.9	15.5	38.9	51.8	NA	NA	NA
ENSDART00000008854	wsb1	31	58.7	33.0	1.6	10.3	90.4	183.9	NA	NA	NA
ENSDART00000079600	minpp1a	7	50.5	46.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000146902	tmem106ba	39	52.0	44.8	14.9	24.4	62.7	99.5	NA	NA	NA
ENSDART00000097494	hint2	27	57.9	56.1	18.3	45.8	77.1	85.2	NA	NA	NA
ENSDART00000114148	casc4	81	71.4	71.1	31.7	44.3	97.7	115.2	29.0	22.28	-0.380303667562
ENSDART00000148816	si:ch1073-391i24.1	21	43.3	45.3	10.4	26.1	64.7	71.3	NA	NA	NA
ENSDART00000127907	wu:fc34e06	1	64.5	64.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000089609	skiv2l	57	58.2	54.6	24.4	33.4	87.3	94.7	14.66	19.65	0.422644209012
ENSDART00000113304	FRRS1	52	78.1	80.5	26.9	53.1	100.5	124.3	NA	NA	NA
ENSDART00000089603	golga7ba	9	69.4	67.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000152096	stra6	47	28.8	24.5	9.5	15.0	38.1	47.9	NA	NA	NA
ENSDART00000144375	fgf11a	8	37.3	27.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000004588	asic1a	2	25.7	25.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000127624	nkx6.2	7	16.4	16.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000089605	TBC1D8B	66	37.2	32.1	13.1	23.3	49.9	71.7	NA	NA	NA
ENSDART00000125253	MAPK8IP1	1	27.2	27.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131048	si:ch211-113a14.26	8	17.6	-0.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000101319	zgc:162396	9	38.4	32.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128334	lpcat2	1	51.2	51.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131046	CU694324.1	5	56.0	25.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000034109	coq3	81	31.6	25.5	6.4	11.1	47.1	60.8	NA	NA	NA
ENSDART00000131042	ildr1a	172	31.1	25.4	10.0	17.5	39.1	56.7	21.68	15.12	-0.519906617133
ENSDART00000078958	vmhcl	2	121.2	121.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000099782	mrpl14	113	34.3	30.1	12.4	20.9	42.7	52.6	NA	NA	NA
ENSDART00000006983	KAT5	44	35.4	32.4	12.0	19.3	47.4	58.2	9.64	6.45	-0.579733985919
ENSDART00000003752	cct3	131	59.4	57.7	12.8	32.2	81.8	100.7	64.68	113.14	0.80671749217
ENSDART00000078951	MANEAL	10	31.6	27.8	10.1	14.3	37.7	66.1	NA	NA	NA
ENSDART00000110005	cdhr1a	2	14.3	14.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000126608	fam60a	4	40.7	39.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000054015	gpc2	2	22.6	22.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000126694	sepw2b	4	47.0	46.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000133576	nmnat1	34	42.6	39.4	10.0	23.3	59.1	78.0	35.99	81.24	1.17459413737
ENSDART00000076807	cnot6l	9	51.6	46.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000011936	CCDC106	138	29.7	21.2	7.9	12.9	36.4	59.8	NA	NA	NA
ENSDART00000011931	ruvbl1	290	43.3	40.7	12.3	26.2	56.9	73.0	77.72	169.31	1.12330937998
ENSDART00000076800	znhit1	77	23.7	18.6	5.9	9.5	28.4	46.0	NA	NA	NA
ENSDART00000152193	mms19	69	39.9	38.4	6.9	21.0	55.0	76.5	12.84	24.02	0.903590948583
ENSDART00000121795	nfixa	3	12.4	6.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000062324	h2afvb	2325	124.9	130.1	76.3	107.2	147.1	164.4	306.17	3085.36	3.33303400022
ENSDART00000046045	il6st	5	79.0	83.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000024832	stat5.1	1	52.6	52.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000083066	asphd2	12	43.6	27.6	16.2	16.9	53.6	82.5	NA	NA	NA
ENSDART00000050831	chac2	31	34.0	21.7	12.9	16.3	34.9	64.6	NA	NA	NA
ENSDART00000129356	CR478286.1	87	41.3	35.7	14.2	21.0	51.7	78.2	35.25	37.59	0.0927256578695
ENSDART00000052097	hrsp12	28	55.9	55.1	29.8	40.2	70.9	83.7	NA	NA	NA
ENSDART00000128595	pola1	79	34.8	31.7	8.1	13.9	52.1	64.3	20.65	25.74	0.317870271914
ENSDART00000049918	trim35-27	33	47.7	37.4	13.0	22.9	71.9	103.5	NA	NA	NA
ENSDART00000128590	rdh5	1	38.8	38.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131625	NISCH	21	36.3	30.3	12.1	17.0	42.3	76.8	NA	NA	NA
ENSDART00000139037	pgls	68	24.5	23.2	6.3	12.1	31.5	48.1	NA	NA	NA
ENSDART00000128841	pip5k1cb	3	33.2	35.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128599	CR352229.2	37	63.4	50.5	9.2	17.6	95.8	145.4	NA	NA	NA
ENSDART00000139033	lrp1bb	2	78.5	78.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128845	pla2g12a	7	38.1	32.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000087835	ano6	2	3.9	3.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000113036	zgc:163143	73	18.1	16.2	1.2	6.0	28.4	39.1	NA	NA	NA
ENSDART00000087297	pi15b	1	101.4	101.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000145789	fbxo41	4	70.0	51.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000026017	bhlhe40	1	11.5	11.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000114022	slitrk5b	1	15.3	15.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000005985	smo	9	48.4	43.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000098788	sema6dl	17	141.4	141.3	68.6	120.0	183.5	195.6	NA	NA	NA
ENSDART00000005989	dffb	18	33.4	29.6	18.0	25.8	36.7	49.4	NA	NA	NA
ENSDART00000110224	MON1B	128	33.7	31.4	5.2	13.8	48.2	62.7	NA	NA	NA
ENSDART00000100698	ercc8	41	65.1	61.0	31.3	47.9	84.2	113.6	22.38	12.83	-0.802688865887
ENSDART00000007079	asna1	188	55.4	54.3	20.0	33.5	77.3	94.5	51.6	104.48	1.01778383124
ENSDART00000124124	TGIF2	79	30.3	25.5	-9.5	0.1	55.3	68.1	28.68	593.19	4.37037734788
ENSDART00000124127	CU179643.1	1	80.3	80.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000050863	zgc:101858	10	32.9	17.4	7.5	10.5	47.7	82.6	NA	NA	NA
ENSDART00000098433	trpm7	226	59.6	56.7	20.3	36.6	77.5	102.3	26.95	7.48	-1.84917509775
ENSDART00000081966	rtn4a	848	38.0	29.5	8.6	15.6	51.0	81.7	78.65	123.7	0.653326829561
ENSDART00000081969	zgc:123349	12	65.8	69.6	10.2	41.3	86.2	119.1	NA	NA	NA
ENSDART00000080062	CR954145.1	10	18.2	16.7	8.5	10.8	25.9	28.2	NA	NA	NA
ENSDART00000149520	mcl1b	285	49.5	38.8	8.3	18.0	70.1	106.1	149.81	214.73	0.519389836021
ENSDART00000149521	eef2k	1	133.1	133.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000098439	ube2d4	32	32.8	29.7	5.7	22.4	42.2	58.4	NA	NA	NA
ENSDART00000098438	spg7	37	37.0	31.2	6.1	16.8	51.3	73.7	21.89	21.01	-0.0591957925079
ENSDART00000090200	snapin	22	36.0	35.8	12.4	24.8	47.0	54.9	NA	NA	NA
ENSDART00000103845	eno4	2	38.1	38.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000090757	kat2b	2	76.5	76.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000090754	C18H16orf70	63	61.3	43.1	15.5	24.0	78.1	127.3	NA	NA	NA
ENSDART00000099021	dock8	18	24.0	19.3	5.7	12.2	28.0	45.4	NA	NA	NA
ENSDART00000063329	cux1b	29	61.2	53.7	14.0	34.0	74.5	114.3	13.46	19.24	0.51543038916
ENSDART00000113966	im:7141269	1	45.5	45.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000063492	ppm1ab	108	32.3	25.7	9.8	17.7	41.6	56.5	NA	NA	NA
ENSDART00000087740	C11H1orf106	1	12.9	12.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000067666	tmed7	201	41.1	33.9	11.7	20.6	58.7	80.3	39.99	19.48	-1.03764560373
ENSDART00000105064	TXNDC16	3	33.9	38.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000015277	gpx1b	20	53.9	50.3	23.0	32.1	67.5	90.3	NA	NA	NA
ENSDART00000113964	POLR2E	10	24.2	23.3	8.6	13.9	34.1	37.4	NA	NA	NA
ENSDART00000105168	si:ch211-133n4.4	7	124.8	125.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000149938	fes	2	16.5	16.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000101601	cth1	2214	32.5	26.2	7.3	14.2	45.0	66.6	258.87	397.11	0.617310907706
ENSDART00000026885	phc3	7	45.6	43.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000138070	mb	4	47.2	45.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000026085	ptges	3	42.1	34.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000012357	sav1	164	29.8	25.0	7.0	15.6	40.3	59.6	NA	NA	NA
ENSDART00000137502	CABZ01086354.1	3	25.3	24.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000012600	galk2	77	49.0	47.5	23.6	35.0	62.6	72.7	25.76	24.9	-0.0489868511592
ENSDART00000007271	mtfr1l	63	46.8	40.1	9.0	20.8	55.2	97.2	13.86	32.91	1.24759876899
ENSDART00000132028	pitpnaa	280	30.1	26.9	7.1	16.0	41.0	57.0	NA	NA	NA
ENSDART00000099979	smad4	174	57.1	61.2	14.4	34.1	77.9	95.6	NA	NA	NA
ENSDART00000009507	gatsl2	210	85.0	84.4	36.7	55.2	113.0	133.0	26.7	178.29	2.73931413976
ENSDART00000007584	snap25a	6	37.7	33.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000064311	arhgdia	202	56.0	55.5	18.1	32.0	76.7	94.1	NA	NA	NA
ENSDART00000064866	prkab1a	14	18.7	18.7	5.0	14.2	23.5	31.1	NA	NA	NA
ENSDART00000059041	h1m	1587	36.0	31.2	12.0	19.8	47.6	62.2	2506.05	2720.58	0.118499052993
ENSDART00000064312	ms4a17a.7	1	12.2	12.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000101861	tcea1	189	91.2	97.4	27.1	51.9	128.4	148.9	64.26	597.94	3.21800783923
ENSDART00000078052	mto1	1	71.4	71.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000133998	ptplb	8	68.7	66.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123312	SH2D4A	14	38.6	36.6	10.9	25.1	41.7	51.6	NA	NA	NA
ENSDART00000066471	adam8b	3	43.1	36.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123317	CU463855.1	1	225.4	225.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123314	ankrd46a	15	71.7	75.0	28.8	34.5	105.0	121.3	NA	NA	NA
ENSDART00000123319	gpm6bb	34	58.1	53.8	22.1	36.9	89.4	96.1	NA	NA	NA
ENSDART00000016271	ilvbl	101	50.6	50.1	14.1	28.7	70.9	85.7	12.07	49.54	2.03716819249
ENSDART00000133997	armc8	49	28.3	25.4	9.4	14.9	38.1	49.6	NA	NA	NA
ENSDART00000151442	mbpa	4	41.7	39.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000130879	st3gal3a	94	39.2	38.3	12.1	22.0	51.6	72.7	NA	NA	NA
ENSDART00000111175	CUTA	67	31.1	21.4	8.7	13.7	41.3	65.7	NA	NA	NA
ENSDART00000036891	rabac1	137	69.3	63.2	18.0	33.5	102.8	131.0	NA	NA	NA
ENSDART00000055567	gnrhr4	2	41.3	41.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000055564	rprd1b	90	70.1	70.4	37.3	51.8	85.5	104.2	37.82	132.81	1.81214251087
ENSDART00000085371	rfk	9	42.0	39.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000130876	ap3m1	11	75.6	71.7	44.7	52.1	85.7	96.9	NA	NA	NA
ENSDART00000039629	celf3a	25	28.6	22.0	6.0	16.3	35.6	58.4	NA	NA	NA
ENSDART00000052240	psmg2	13	46.4	23.7	1.2	15.5	59.3	71.8	NA	NA	NA
ENSDART00000112854	gapvd1	164	38.1	29.9	7.5	15.5	55.1	89.9	NA	NA	NA
ENSDART00000110514	prr12a	223	40.2	29.0	9.7	17.6	50.3	74.5	25.73	4.98	-2.36923380967
ENSDART00000112850	mettl20	7	54.8	31.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000112853	appl2	7	34.3	25.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000147787	znf512	1	182.0	182.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000019252	fbxw11b	467	37.7	32.0	10.3	19.2	48.7	74.1	48.85	44.58	-0.131961945596
ENSDART00000026264	kif13ba	72	62.1	64.6	13.2	44.2	84.9	99.9	11.71	22.48	0.94090095972
ENSDART00000122374	ints10	71	34.4	30.2	11.1	21.1	46.6	56.0	10.7	9.54	-0.165549625283
ENSDART00000125412	fbxo45	232	57.8	57.9	25.4	37.8	75.5	90.1	NA	NA	NA
ENSDART00000125413	xrn1	82	82.0	85.6	22.1	58.4	109.0	135.3	12.05	141.45	3.55318712517
ENSDART00000134978	nckap5l	70	27.2	22.1	3.3	13.9	40.3	51.2	5.03	3.37	-0.577809808624
ENSDART00000134976	si:ch73-382f3.1	210	41.2	38.7	14.2	22.1	54.2	70.9	NA	NA	NA
ENSDART00000134975	zgc:101569	91	47.1	44.0	20.0	28.9	61.9	81.1	NA	NA	NA
ENSDART00000078058	NCAM2	1	72.9	72.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000134971	zgc:194659	1	28.1	28.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000126927	taf1	112	28.2	23.5	6.2	11.9	38.2	50.3	18.67	6.39	-1.54683409128
ENSDART00000115088	birc5a	162	21.3	16.6	4.5	10.1	26.7	40.6	33.45	5.89	-2.5056666717
ENSDART00000142569	specc1lb	110	50.7	41.5	6.3	19.1	76.9	109.5	NA	NA	NA
ENSDART00000108609	rnd3a	11	52.6	30.9	6.5	15.0	72.7	94.0	NA	NA	NA
ENSDART00000115081	agpat3	38	52.8	53.6	23.5	29.9	70.5	92.3	NA	NA	NA
ENSDART00000115086	si:dkey-92i15.4	7	25.2	28.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000115085	lrig1	57	34.8	31.3	7.3	18.7	48.4	64.6	NA	NA	NA
ENSDART00000103640	hey1	43	97.6	100.3	19.6	66.2	139.5	162.8	NA	NA	NA
ENSDART00000103645	tmem181	87	32.6	25.6	8.3	14.7	43.2	67.9	NA	NA	NA
ENSDART00000103644	fbxl18	245	38.8	37.6	17.3	25.7	48.3	62.4	30.36	28.72	-0.0801160415924
ENSDART00000047008	efhd2	342	76.8	72.1	12.8	30.4	121.8	149.8	23.58	346.82	3.87855147314
ENSDART00000111710	EDEM3	21	40.4	37.1	10.5	27.0	52.5	63.7	NA	NA	NA
ENSDART00000108501	rnf213a	4	112.1	119.8	NA	NA	NA	NA	4.26	3.24	-0.394859617341
ENSDART00000108855	si:dkey-188i13.7	101	34.7	30.7	12.2	18.5	46.7	63.0	NA	NA	NA
ENSDART00000081191	sass6	153	32.3	25.6	9.0	13.5	40.2	62.9	35.56	22.85	-0.638061158884
ENSDART00000151037	abi2b	272	68.0	65.9	17.8	38.4	94.7	117.7	13.93	52.05	1.90170290559
ENSDART00000061098	BX663520.1	1	13.5	13.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000030934	kcnk5a	16	35.4	35.1	19.0	28.5	43.2	49.2	NA	NA	NA
ENSDART00000111509	CLIP1	1	4.2	4.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000055194	actb2	1927	72.9	70.1	26.3	45.0	96.8	121.0	322.95	1452.92	2.16957254282
ENSDART00000089596	tmem168b	82	53.4	48.0	19.5	30.9	76.1	90.0	31.03	16.23	-0.935000696981
ENSDART00000032344	nup35	797	42.2	38.4	14.7	23.5	56.5	77.0	57.23	279.62	2.28862404209
ENSDART00000081747	CU019624.1	81	31.8	23.4	5.2	10.6	43.1	53.7	NA	NA	NA
ENSDART00000140200	topbp1	72	30.7	25.8	6.1	11.0	36.4	52.5	23.93	23.69	-0.0145421982983
ENSDART00000077608	im:7149628	4	41.8	45.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000081035	slc25a26	58	54.1	57.0	22.3	33.4	70.1	80.2	NA	NA	NA
ENSDART00000081741	rab25a	1	-1.1	-1.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000079429	C4H12orf39	1	115.1	115.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000147529	batf3	14	29.3	29.7	9.4	23.9	39.2	44.0	NA	NA	NA
ENSDART00000122194	pid1	9	42.0	36.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000037850	dync1li2	199	37.6	31.7	10.3	16.6	49.7	73.7	NA	NA	NA
ENSDART00000055252	C3H19orf52	63	37.3	32.1	14.9	21.4	46.1	65.7	41.63	8.69	-2.26019547633
ENSDART00000018981	srp72	152	45.9	45.3	17.1	25.6	63.4	74.3	56.54	75.65	0.420068199273
ENSDART00000035724	FP928982.1	110	32.4	31.8	10.1	21.0	44.5	54.8	NA	NA	NA
ENSDART00000078387	pecr	3	30.8	28.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000104346	mkrn4	1228	64.7	61.8	15.4	31.9	94.6	117.8	265.08	2601.93	3.29508241996
ENSDART00000103425	st7l	29	39.1	38.6	15.1	25.2	53.2	62.5	NA	NA	NA
ENSDART00000133370	macrod2	6	99.2	101.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000133371	pou2f2a	23	41.5	42.6	6.7	22.2	61.6	73.7	NA	NA	NA
ENSDART00000033914	mbd1	147	37.8	31.1	7.5	16.5	50.1	75.5	50.31	55.98	0.154066297287
ENSDART00000106569	si:ch211-266d19.4	15	52.0	40.5	27.1	34.1	74.0	91.0	11.62	12.75	0.133887178342
ENSDART00000141471	hars	135	63.5	63.0	30.2	44.1	83.5	99.0	80.59	57.42	-0.489047502681
ENSDART00000133379	hist2h3c	20	59.2	38.4	3.2	25.3	83.2	141.9	NA	NA	NA
ENSDART00000088185	CU634009.1	1	5.7	5.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000114850	blzf1	654	84.0	83.1	34.1	58.9	107.4	129.3	NA	NA	NA
ENSDART00000035725	pane1	194	38.1	37.2	13.4	23.3	51.2	64.1	NA	NA	NA
ENSDART00000029894	wdr26b	215	68.3	67.4	20.2	40.0	99.2	115.8	NA	NA	NA
ENSDART00000033746	gins2	324	18.2	15.5	4.3	8.8	22.6	33.8	NA	NA	NA
ENSDART00000004779	MAD2L1BP	141	60.8	53.0	16.1	32.5	84.0	108.6	26.48	167.1	2.65773670614
ENSDART00000061232	ndst3	2	29.6	29.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000014727	ddx39aa	1817	70.2	68.2	27.3	43.9	94.0	115.3	160.97	885.03	2.45893452116
ENSDART00000004771	poc1b	73	49.1	45.1	17.6	28.8	60.6	88.1	NA	NA	NA
ENSDART00000021396	ldlrap1a	158	19.3	15.4	3.0	7.5	25.6	41.8	NA	NA	NA
ENSDART00000014729	arpc1a	134	65.8	64.0	13.6	33.2	95.2	117.8	136.16	100.86	-0.432948811729
ENSDART00000111463	ky	1	69.3	69.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000093052	HIPK1	272	65.3	66.6	20.6	42.9	89.0	111.7	16.05	68.65	2.09668642302
ENSDART00000045614	slc25a36b	104	34.8	24.1	5.2	11.4	42.0	77.1	NA	NA	NA
ENSDART00000127111	CABZ01073388.1	1	33.1	33.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000102827	lepre1	2	74.5	74.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000074729	UACA	94	80.5	87.6	15.8	45.2	118.3	132.7	27.66	91.64	1.72817630215
ENSDART00000131838	si:dkey-174n20.1	25	28.7	25.7	10.0	13.5	33.9	46.3	NA	NA	NA
ENSDART00000056712	etfdh	3	122.1	138.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131834	gng7	17	59.6	59.0	31.1	42.1	75.9	92.4	NA	NA	NA
ENSDART00000131837	chd8	128	71.9	67.2	23.6	40.8	96.7	137.6	26.65	148.8	2.48116708835
ENSDART00000131836	cryz	1	71.0	71.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000010452	zgc:91860	18	30.6	24.8	3.6	14.1	39.0	71.5	NA	NA	NA
ENSDART00000103052	zgc:158320	21	22.3	18.4	4.6	6.4	42.6	46.6	NA	NA	NA
ENSDART00000126501	CNST	8	50.7	57.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000074231	CLDND1	69	43.8	38.9	6.5	19.8	62.8	85.9	NA	NA	NA
ENSDART00000126505	C3H16orf52	132	47.1	45.0	12.7	24.4	66.7	85.5	NA	NA	NA
ENSDART00000074235	tmed8	5	44.2	38.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000138696	g6pd	19	67.3	60.8	10.9	34.2	94.0	118.4	NA	NA	NA
ENSDART00000008115	hsd3b2	74	41.9	33.7	13.2	23.3	55.8	77.0	29.1	50.15	0.785230547704
ENSDART00000067583	sidt2	85	44.6	42.0	13.7	26.7	63.7	73.5	8.34	3.98	-1.0672789529
ENSDART00000054574	polr1e	154	19.4	16.2	3.5	10.1	23.9	35.0	48.92	5.43	-3.17140030072
ENSDART00000054575	tmem192	98	76.6	80.3	15.8	42.5	112.2	125.9	NA	NA	NA
ENSDART00000106442	zgc:174563	61	47.7	36.0	19.5	28.5	61.0	78.4	NA	NA	NA
ENSDART00000146123	elavl1	392	73.5	71.1	15.8	32.5	108.0	134.3	34.51	802.95	4.54022377449
ENSDART00000146122	EVA1A	159	45.6	37.2	10.4	19.0	66.0	97.5	73.87	130.71	0.823309036323
ENSDART00000146125	ttc3	41	58.2	55.1	20.2	28.8	80.1	92.7	24.9	10.61	-1.23072108604
ENSDART00000146124	CCDC117	183	55.1	51.6	13.8	30.0	74.7	100.1	NA	NA	NA
ENSDART00000133743	camkk1	11	43.7	41.1	15.8	30.5	57.0	64.8	NA	NA	NA
ENSDART00000133742	cdkn2c	1	10.9	10.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000079104	ndufs6	41	48.6	25.2	12.5	16.3	51.0	145.2	NA	NA	NA
ENSDART00000059533	wipi1	6	52.3	41.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000092682	agfg1b	2	19.0	19.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131087	galt	32	76.7	80.4	42.3	52.7	96.7	104.4	NA	NA	NA
ENSDART00000132112	tmem176l.1	132	51.6	48.9	17.3	26.6	74.0	91.2	NA	NA	NA
ENSDART00000067586	chchd6b	186	34.4	27.7	9.3	17.5	48.8	65.7	95.22	25.88	-1.87942701156
ENSDART00000079139	ctcf	237	81.3	82.5	9.3	42.5	117.6	146.8	62.19	760.67	3.61251618556
ENSDART00000080289	prrc2c	69	64.7	62.2	17.3	38.0	85.7	110.1	16.88	30.53	0.8549126855
ENSDART00000004108	xpo4	180	51.0	45.3	14.4	25.6	72.5	94.5	21.36	91.55	2.099648239
ENSDART00000083296	ZNF423	37	39.1	31.0	13.6	22.7	60.3	67.6	NA	NA	NA
ENSDART00000083294	nol6	137	41.5	38.8	10.4	19.7	55.1	78.1	23.2	64.65	1.47852556468
ENSDART00000102778	dlx6a	27	24.1	21.6	11.7	14.7	30.8	43.0	NA	NA	NA
ENSDART00000102779	errfi1	18	23.1	18.1	7.8	12.9	31.4	46.5	NA	NA	NA
ENSDART00000143577	slc6a13l	1	19.8	19.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000058910	sox19b	400	38.0	35.5	7.3	17.9	51.7	76.1	NA	NA	NA
ENSDART00000058913	eif4a1a	1308	62.5	56.2	13.7	28.8	89.3	119.5	217.92	1503.01	2.78598409442
ENSDART00000111466	gprc5c	2	62.7	62.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000041504	tescb	8	24.3	16.8	NA	NA	NA	NA	NA	NA	NA
